U1132843960001980000906499800200000123123123AMBIENTE DE HOMOLOGACAO - SEM VALOR FISCAL        
A220250411DINHEIRO                 1000000000400000000000000000000000000
A220250414DINHEIRO                 1000000001500000000000000000000000000
A220250415DINHEIRO                 1000000000600000000000000000000000000
A220250512DINHEIRO                 1000000002300000000000000000000000000
A220250514DINHEIRO                 1000000003700000000000000000000000000
A220250515DINHEIRO                 1000000003900000000000000000000000000
A220250520DINHEIRO                 1000000010500000000000000000000000000
A220250529DINHEIRO                 1000000000200000000000000000000000000
J11328439600019820250515000000000002000000000000000V0000000000000V00000000000200941250513284396000198650890000370131092796004000003701389 00055904720084
J11328439600019820250515000000000001000000000000000V0000000000000V00000000000100941250513284396000198650890000370141078574773000003701489 00055904720084
J11328439600019820250515000000000001000000000000000V0000000000000V00000000000100941250513284396000198650890000370151027823196000003701589 00055904720084
J11328439600019820250515000000000001000000000000000V0000000000000V00000000000100941250513284396000198650890000370161092796057000003701689 00055904720084
J11328439600019820250515000000000001000000000000000V0000000000000V00000000000100941250513284396000198650890000370171049231555000003701789 00055904720084
J11328439600019820250515000000000001000000000000000V0000000000000V00000000000100941250513284396000198650890000370181034960880000003701889 00055904720084
J11328439600019820250515000000000001000000000000000V0000000000000V00000000000100941250513284396000198650890000370191063315722000003701989 00055904720084
J11328439600019820250515000000000001000000000000000V0000000000000V00000000000100941250513284396000198650890000370201063315723000003702089 00055904720084
J11328439600019820250515000000000001000000000000000V0000000000000V00000000000100941250513284396000198650890000370211034960877000003702189 00055904720084
J11328439600019820250515000000000001000000000000000V0000000000000V00000000000100941250513284396000198650890000370221049231580000003702289 00055904720084
J11328439600019820250515000000000001000000000000000V0000000000000V00000000000100941250513284396000198650890000370231092796051000003702389 00055904720084
J11328439600019820250515000000000001000000000000000V0000000000000V00000000000100941250513284396000198650890000370241078574729000003702489 00055904720084
J11328439600019820250515000000000001000000000000000V0000000000000V00000000000100941250513284396000198650890000370251027823141000003702589 00055904720084
J11328439600019820250515000000000001000000000000000V0000000000000V00000000000100941250513284396000198650890000370261092796088000003702689 00055904720084
J11328439600019820250515000000000001000000000000000V0000000000000V00000000000100941250513284396000198650890000370271049231586000003702789 00055904720084
J11328439600019820250515000000000001000000000000000V0000000000000V00000000000100941250513284396000198650890000370281034960878000003702889 00055904720084
J11328439600019820250515000000000001000000000000000V0000000000000V00000000000100941250513284396000198650890000370291063315796000003702989 00055904720084
J11328439600019820250515000000000003000000000000000V0000000000000V00000000000300941250513284396000198650890000370301063315797000003703089 00055904720084
J11328439600019820250515000000000001000000000000000V0000000000000V00000000000100941250513284396000198650890000370311034960822000003703189 00055904720084
J11328439600019820250520000000000035000000000000000V0000000000000V00000000003500941250513284396000198650890000370321049231578000003703289 61871499000105
J11328439600019820250520000000000035000000000000000V0000000000000V00000000003500941250513284396000198650890000370331092796082000003703389 61871499000105
J11328439600019820250520000000000035000000000000000V0000000000000V00000000003500941250513284396000198650890000370341078574792000003703489 61871499000105
J11328439600019820250529000000000001000000000000000V0000000000000V00000000000100941250513284396000198650890000370351027823130000003703589 00055904720084
J11328439600019820250529000000000001000000000000000V0000000000000V00000000000100941250513284396000198650890000370361092796076000003703689 00055904720084
J2132843960001982025041138894048          NFC NMTZ-7345                                                                                       0000001UN 00000001000000000000000000000000000100N      00000000000821141250413284396000198652110000000081034927855
J2132843960001982025041138894048          NFC NMTZ-7345                                                                                       0000001UN 00000001000000000000000000000000000100N      00000003695689 41250413284396000198650890000369561092796193
J2132843960001982025041138894048          NFC NMTZ-7345                                                                                       0000000UN 00000001000000000000000000000000000000N      00000003695689 41250413284396000198650890000369561092796193
J2132843960001982025041138894048          NFC NMTZ-7345                                                                                       0000001UN 00000001000000000000000000000000000100N      00000003695789 41250413284396000198650890000369571049231098
J2132843960001982025041438894048          NFC NMTZ-7345                                                                                       0000001UN 00000001000000000000000000000000000100N      00000003695889 41250413284396000198650890000369581034960541
J2132843960001982025041438894048          NFC NMTZ-7345                                                                                       0000001UN 00000001000000000000000000000000000100N      00000003695989 41250413284396000198650890000369591063315869
J2132843960001982025041438894048          NFC NMTZ-7345                                                                                       0000001UN 00000001000000000000000000000000000100N      00000003696089 41250413284396000198650890000369601063315860
J2132843960001982025041438894048          NFC NMTZ-7345                                                                                       0000001UN 00000001000000000000000000000000000100N      00000003696189 41250413284396000198650890000369611034960539
J2132843960001982025041438894048          NFC NMTZ-7345                                                                                       0000001UN 00000001000000000000000000000000000100N      00000003696289 41250413284396000198650890000369621049231047
J2132843960001982025041438894048          NFC NMTZ-7345                                                                                       0000001UN 00000001000000000000000000000000000100N      00000003696389 41250413284396000198650890000369631092796198
J2132843960001982025041438894048          NFC NMTZ-7345                                                                                       0000001UN 00000001000000000000000000000000000100N      00000003696489 41250413284396000198650890000369641078574865
J2132843960001982025041438894048          NFC NMTZ-7345                                                                                       0000001UN 00000001000000000000000000000000000100N      00000003696589 41250413284396000198650890000369651027823105
J2132843960001982025041438894048          NFC NMTZ-7345                                                                                       0000001UN 00000001000000000000000000000000000100N      00000003696689 41250413284396000198650890000369661092796149
J2132843960001982025041438894048          NFC NMTZ-7345                                                                                       0000001UN 00000001000000000000000000000000000100N      00000003696789 41250413284396000198650890000369671049231043
J2132843960001982025041438894048          NFC NMTZ-7345                                                                                       0000001UN 00000001000000000000000000000000000100N      00000003696889 41250413284396000198650890000369681034960530
